customer_id,grupo_experimento,tipo_oferta,descuento_ofrecido_pct,fecha_campana,periodo_observacion_dias,hizo_churn_post_campana,compras_post_campana,gasto_post_campana_dop
XFC-02922,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2622.23
XFC-04020,Tratamiento,Descuento 15%,15,2025-09-01,60,True,0,0.0
XFC-04332,Control,Ninguna,0,2025-09-01,60,True,0,758.23
XFC-07000,Control,Ninguna,0,2025-09-01,60,False,4,3425.22
XFC-01323,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3907.95
XFC-07732,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,3746.33
XFC-02253,Control,Ninguna,0,2025-09-01,60,False,3,3120.98
XFC-06655,Control,Ninguna,0,2025-09-01,60,False,4,2648.31
XFC-07245,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,6,1206.76
XFC-00867,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,2849.49
XFC-05592,Control,Ninguna,0,2025-09-01,60,False,4,1911.34
XFC-02466,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,3181.58
XFC-00466,Control,Ninguna,0,2025-09-01,60,True,2,0.0
XFC-02883,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-04962,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,2888.95
XFC-07043,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,1515.32
XFC-06241,Control,Ninguna,0,2025-09-01,60,False,3,2518.55
XFC-05448,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,3295.21
XFC-01503,Control,Ninguna,0,2025-09-01,60,True,0,175.18
XFC-03916,Control,Ninguna,0,2025-09-01,60,False,2,2509.64
XFC-03263,Control,Ninguna,0,2025-09-01,60,False,3,2305.69
XFC-00264,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,2175.06
XFC-03807,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,2679.72
XFC-04085,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,7,3314.25
XFC-07840,Tratamiento,Puntos dobles,8,2025-09-01,60,False,0,1946.4
XFC-01812,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1334.0
XFC-01145,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,2436.23
XFC-05828,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3103.65
XFC-02150,Control,Ninguna,0,2025-09-01,60,False,2,2807.03
XFC-03930,Control,Ninguna,0,2025-09-01,60,False,5,3192.26
XFC-06320,Control,Ninguna,0,2025-09-01,60,False,3,3204.82
XFC-03291,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2247.4
XFC-00683,Control,Ninguna,0,2025-09-01,60,False,2,1927.04
XFC-02841,Control,Ninguna,0,2025-09-01,60,True,1,888.01
XFC-01003,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,6,3403.87
XFC-06756,Control,Ninguna,0,2025-09-01,60,False,3,3266.21
XFC-05130,Tratamiento,Descuento 15%,15,2025-09-01,60,True,0,124.05
XFC-04291,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,914.78
XFC-02174,Control,Ninguna,0,2025-09-01,60,False,0,3874.83
XFC-00484,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2703.08
XFC-03814,Control,Ninguna,0,2025-09-01,60,True,0,597.02
XFC-04415,Control,Ninguna,0,2025-09-01,60,False,1,2023.2
XFC-00519,Control,Ninguna,0,2025-09-01,60,False,2,1757.68
XFC-06989,Control,Ninguna,0,2025-09-01,60,False,3,3639.97
XFC-01346,Control,Ninguna,0,2025-09-01,60,False,5,2528.39
XFC-00697,Control,Ninguna,0,2025-09-01,60,False,2,2917.6
XFC-01010,Control,Ninguna,0,2025-09-01,60,False,0,2073.33
XFC-06318,Control,Ninguna,0,2025-09-01,60,False,3,2315.61
XFC-06596,Control,Ninguna,0,2025-09-01,60,False,2,3465.25
XFC-02771,Tratamiento,Descuento 15%,15,2025-09-01,60,False,0,2639.19
XFC-01075,Control,Ninguna,0,2025-09-01,60,False,1,4090.38
XFC-01340,Control,Ninguna,0,2025-09-01,60,True,2,1080.3
XFC-02987,Control,Ninguna,0,2025-09-01,60,False,2,3343.07
XFC-07710,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,3280.3
XFC-06748,Control,Ninguna,0,2025-09-01,60,False,3,2400.33
XFC-04422,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,2364.29
XFC-03393,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,1834.91
XFC-01484,Control,Ninguna,0,2025-09-01,60,False,2,2455.19
XFC-04862,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,2006.51
XFC-01935,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-01035,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,3494.41
XFC-05485,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,3515.41
XFC-02479,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-00350,Control,Ninguna,0,2025-09-01,60,False,6,2056.71
XFC-04394,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1017.85
XFC-04353,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-07558,Control,Ninguna,0,2025-09-01,60,False,6,1833.41
XFC-01062,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,671.03
XFC-00880,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,1662.0
XFC-05603,Tratamiento,Envío gratis,5,2025-09-01,60,False,4,2298.16
XFC-02543,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3122.38
XFC-06424,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,3632.05
XFC-06745,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,1715.19
XFC-01851,Control,Ninguna,0,2025-09-01,60,False,2,1336.29
XFC-05403,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2896.2
XFC-01678,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,1908.94
XFC-01836,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2914.49
XFC-07112,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,0.0
XFC-04953,Control,Ninguna,0,2025-09-01,60,False,5,2592.02
XFC-04705,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,2881.14
XFC-05200,Control,Ninguna,0,2025-09-01,60,False,1,2567.53
XFC-00458,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,2588.34
XFC-04648,Control,Ninguna,0,2025-09-01,60,False,2,3565.24
XFC-06508,Control,Ninguna,0,2025-09-01,60,False,4,2926.27
XFC-03183,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,1811.18
XFC-05338,Control,Ninguna,0,2025-09-01,60,False,5,1893.87
XFC-01946,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,1122.53
XFC-06125,Control,Ninguna,0,2025-09-01,60,False,2,1430.64
XFC-03264,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,4488.82
XFC-06523,Control,Ninguna,0,2025-09-01,60,False,3,2584.26
XFC-06522,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,1672.55
XFC-06703,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,1033.29
XFC-02989,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,3488.73
XFC-07021,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,2592.68
XFC-01551,Control,Ninguna,0,2025-09-01,60,False,5,3849.4
XFC-02165,Control,Ninguna,0,2025-09-01,60,False,0,3114.66
XFC-00587,Control,Ninguna,0,2025-09-01,60,False,2,3922.1
XFC-02406,Tratamiento,Puntos dobles,8,2025-09-01,60,False,2,1563.64
XFC-06801,Tratamiento,Puntos dobles,8,2025-09-01,60,False,2,2669.6
XFC-03429,Control,Ninguna,0,2025-09-01,60,False,5,2097.72
XFC-02610,Tratamiento,Descuento 15%,15,2025-09-01,60,False,7,2962.44
XFC-03657,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,1712.32
XFC-03215,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,2962.75
XFC-03535,Control,Ninguna,0,2025-09-01,60,False,2,2909.25
XFC-03287,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,3706.26
XFC-02081,Tratamiento,Envío gratis,5,2025-09-01,60,True,0,0.0
XFC-06956,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-06488,Control,Ninguna,0,2025-09-01,60,True,0,747.83
XFC-00648,Tratamiento,Envío gratis,5,2025-09-01,60,True,0,0.0
XFC-00223,Control,Ninguna,0,2025-09-01,60,False,4,2174.84
XFC-06890,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,3426.67
XFC-07679,Control,Ninguna,0,2025-09-01,60,False,3,3023.69
XFC-00024,Control,Ninguna,0,2025-09-01,60,False,1,2798.5
XFC-01906,Control,Ninguna,0,2025-09-01,60,True,2,0.0
XFC-04079,Control,Ninguna,0,2025-09-01,60,False,3,3595.18
XFC-01555,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2784.21
XFC-05724,Control,Ninguna,0,2025-09-01,60,False,0,2972.07
XFC-05205,Control,Ninguna,0,2025-09-01,60,False,1,2361.82
XFC-07701,Control,Ninguna,0,2025-09-01,60,False,4,1838.54
XFC-05841,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2592.69
XFC-04946,Tratamiento,Descuento 15%,15,2025-09-01,60,False,10,2976.08
XFC-01408,Control,Ninguna,0,2025-09-01,60,False,4,3213.7
XFC-00066,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,2609.08
XFC-06341,Tratamiento,Descuento 15%,15,2025-09-01,60,False,6,3417.26
XFC-01045,Control,Ninguna,0,2025-09-01,60,False,3,1564.12
XFC-06689,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,3197.75
XFC-07925,Control,Ninguna,0,2025-09-01,60,False,3,1807.73
XFC-04744,Control,Ninguna,0,2025-09-01,60,False,1,2846.92
XFC-02032,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,1469.45
XFC-05825,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,3192.26
XFC-05245,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,2902.57
XFC-05037,Control,Ninguna,0,2025-09-01,60,False,2,1944.74
XFC-00555,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,1675.13
XFC-07312,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,2595.32
XFC-04395,Tratamiento,Envío gratis,5,2025-09-01,60,False,4,1689.1
XFC-05395,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1987.04
XFC-03536,Control,Ninguna,0,2025-09-01,60,False,4,624.47
XFC-01700,Control,Ninguna,0,2025-09-01,60,False,5,3358.48
XFC-06727,Control,Ninguna,0,2025-09-01,60,False,3,3920.18
XFC-01056,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1809.48
XFC-01407,Control,Ninguna,0,2025-09-01,60,False,2,2510.91
XFC-03768,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2409.92
XFC-00602,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2534.49
XFC-01384,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,3870.09
XFC-03333,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2148.19
XFC-02119,Tratamiento,Descuento 10%,10,2025-09-01,60,False,5,3737.07
XFC-04320,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,3316.71
XFC-01913,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,4059.8
XFC-03685,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2870.8
XFC-07583,Control,Ninguna,0,2025-09-01,60,False,1,2225.74
XFC-04814,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,1644.16
XFC-01741,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,2257.72
XFC-05040,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-00928,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,4030.77
XFC-05139,Control,Ninguna,0,2025-09-01,60,False,2,1934.72
XFC-03579,Control,Ninguna,0,2025-09-01,60,False,1,3152.03
XFC-04443,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,1064.7
XFC-07473,Control,Ninguna,0,2025-09-01,60,True,0,1430.79
XFC-07129,Control,Ninguna,0,2025-09-01,60,False,3,2718.21
XFC-00240,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,3260.13
XFC-02967,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,2487.98
XFC-03543,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,3026.15
XFC-06207,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3526.22
XFC-03211,Control,Ninguna,0,2025-09-01,60,False,1,994.98
XFC-00102,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2289.04
XFC-00319,Tratamiento,Puntos dobles,8,2025-09-01,60,True,1,74.77
XFC-04582,Control,Ninguna,0,2025-09-01,60,False,5,2557.87
XFC-03188,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2711.04
XFC-00534,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,2853.39
XFC-00738,Control,Ninguna,0,2025-09-01,60,True,1,1918.74
XFC-01245,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,1330.35
XFC-01143,Control,Ninguna,0,2025-09-01,60,False,2,2828.77
XFC-04348,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1969.7
XFC-07288,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1804.09
XFC-06527,Control,Ninguna,0,2025-09-01,60,False,3,2621.85
XFC-01329,Control,Ninguna,0,2025-09-01,60,False,4,3824.03
XFC-07098,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,2322.7
XFC-06614,Control,Ninguna,0,2025-09-01,60,False,4,1506.22
XFC-01929,Tratamiento,Descuento 10%,10,2025-09-01,60,False,0,1062.48
XFC-05005,Control,Ninguna,0,2025-09-01,60,True,3,856.03
XFC-00497,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,3921.47
XFC-07545,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,2287.48
XFC-02772,Control,Ninguna,0,2025-09-01,60,False,4,1751.65
XFC-00473,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2271.97
XFC-05051,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,2111.23
XFC-04077,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,1636.93
XFC-03917,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1807.04
XFC-00545,Control,Ninguna,0,2025-09-01,60,True,0,127.93
XFC-04177,Control,Ninguna,0,2025-09-01,60,False,3,2819.92
XFC-01243,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1727.56
XFC-07331,Tratamiento,Descuento 10%,10,2025-09-01,60,False,5,2973.65
XFC-05539,Control,Ninguna,0,2025-09-01,60,False,1,3399.24
XFC-00335,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2510.75
XFC-07133,Control,Ninguna,0,2025-09-01,60,False,5,1857.01
XFC-01316,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1845.65
XFC-01920,Tratamiento,Descuento 15%,15,2025-09-01,60,False,7,1161.47
XFC-02185,Control,Ninguna,0,2025-09-01,60,False,3,1612.22
XFC-03862,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,2500.0
XFC-07410,Control,Ninguna,0,2025-09-01,60,True,0,580.23
XFC-04646,Tratamiento,Descuento 15%,15,2025-09-01,60,False,6,2281.25
XFC-00133,Control,Ninguna,0,2025-09-01,60,False,4,2169.53
XFC-03961,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,0.0
XFC-06352,Control,Ninguna,0,2025-09-01,60,False,2,3096.43
XFC-02246,Control,Ninguna,0,2025-09-01,60,True,0,1279.07
XFC-00541,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,2016.44
XFC-06147,Control,Ninguna,0,2025-09-01,60,False,4,2721.23
XFC-02030,Control,Ninguna,0,2025-09-01,60,False,2,2089.84
XFC-00038,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,1895.63
XFC-07637,Control,Ninguna,0,2025-09-01,60,False,4,3915.93
XFC-07574,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,3061.38
XFC-02019,Control,Ninguna,0,2025-09-01,60,False,0,2221.5
XFC-02112,Control,Ninguna,0,2025-09-01,60,False,1,2711.2
XFC-02403,Control,Ninguna,0,2025-09-01,60,False,3,3831.78
XFC-00749,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1759.99
XFC-07568,Control,Ninguna,0,2025-09-01,60,False,1,1281.04
XFC-02457,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,1490.69
XFC-07513,Control,Ninguna,0,2025-09-01,60,False,2,2118.09
XFC-02345,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3114.96
XFC-00096,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,1678.81
XFC-06252,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2304.82
XFC-07865,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,3494.08
XFC-05224,Control,Ninguna,0,2025-09-01,60,False,6,2368.53
XFC-02115,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3167.62
XFC-02587,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,1776.69
XFC-05199,Control,Ninguna,0,2025-09-01,60,True,0,698.73
XFC-03440,Control,Ninguna,0,2025-09-01,60,False,3,2714.11
XFC-03555,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2441.38
XFC-00454,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,2944.07
XFC-06585,Control,Ninguna,0,2025-09-01,60,False,6,2465.23
XFC-02813,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,546.79
XFC-02837,Control,Ninguna,0,2025-09-01,60,False,3,1947.29
XFC-00252,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,2230.09
XFC-06636,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,1595.07
XFC-01023,Control,Ninguna,0,2025-09-01,60,False,2,2849.98
XFC-07648,Tratamiento,Descuento 10%,10,2025-09-01,60,False,5,2741.33
XFC-01011,Control,Ninguna,0,2025-09-01,60,False,4,2962.67
XFC-04650,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-06002,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1361.83
XFC-01673,Control,Ninguna,0,2025-09-01,60,False,1,2530.02
XFC-00626,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,1403.63
XFC-07794,Tratamiento,Llamada personalizada,0,2025-09-01,60,True,0,0.0
XFC-02111,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,1870.6
XFC-01466,Tratamiento,Descuento 10%,10,2025-09-01,60,False,5,3170.87
XFC-07530,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,3032.91
XFC-04735,Control,Ninguna,0,2025-09-01,60,False,3,1243.36
XFC-04267,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2563.97
XFC-03092,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2942.1
XFC-06973,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,2844.01
XFC-01889,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-01609,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,1522.85
XFC-01745,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2117.2
XFC-00158,Control,Ninguna,0,2025-09-01,60,False,2,946.91
XFC-02440,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,3152.38
XFC-02200,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,1792.21
XFC-03095,Control,Ninguna,0,2025-09-01,60,True,1,474.88
XFC-06214,Control,Ninguna,0,2025-09-01,60,False,4,3502.44
XFC-00504,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,3310.4
XFC-06187,Control,Ninguna,0,2025-09-01,60,False,3,1582.53
XFC-00316,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2549.3
XFC-00711,Control,Ninguna,0,2025-09-01,60,False,1,2564.81
XFC-03969,Tratamiento,Envío gratis,5,2025-09-01,60,True,0,1743.85
XFC-04175,Control,Ninguna,0,2025-09-01,60,False,5,3020.21
XFC-03718,Control,Ninguna,0,2025-09-01,60,False,4,1835.88
XFC-07083,Control,Ninguna,0,2025-09-01,60,False,5,2280.18
XFC-00857,Tratamiento,Envío gratis,5,2025-09-01,60,False,6,2626.2
XFC-03323,Control,Ninguna,0,2025-09-01,60,True,1,833.18
XFC-05003,Control,Ninguna,0,2025-09-01,60,False,1,2191.09
XFC-02657,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,3039.59
XFC-00320,Control,Ninguna,0,2025-09-01,60,True,1,371.87
XFC-00430,Control,Ninguna,0,2025-09-01,60,False,5,1410.41
XFC-01019,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,2814.54
XFC-01427,Control,Ninguna,0,2025-09-01,60,False,7,1706.43
XFC-07943,Tratamiento,Llamada personalizada,0,2025-09-01,60,True,1,0.0
XFC-03704,Control,Ninguna,0,2025-09-01,60,False,2,2425.83
XFC-06544,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,3027.92
XFC-02108,Control,Ninguna,0,2025-09-01,60,False,2,1686.06
XFC-07146,Control,Ninguna,0,2025-09-01,60,False,4,2853.14
XFC-06606,Control,Ninguna,0,2025-09-01,60,False,1,2404.68
XFC-07531,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,2168.26
XFC-07979,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2911.31
XFC-07945,Control,Ninguna,0,2025-09-01,60,False,2,2381.88
XFC-01194,Control,Ninguna,0,2025-09-01,60,False,1,2416.31
XFC-06358,Control,Ninguna,0,2025-09-01,60,True,0,70.31
XFC-04114,Control,Ninguna,0,2025-09-01,60,False,2,1227.81
XFC-05741,Control,Ninguna,0,2025-09-01,60,False,1,1413.68
XFC-01841,Control,Ninguna,0,2025-09-01,60,False,3,1042.53
XFC-02535,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2156.7
XFC-01863,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,1833.7
XFC-05837,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-07774,Control,Ninguna,0,2025-09-01,60,True,1,1373.98
XFC-06700,Control,Ninguna,0,2025-09-01,60,False,2,4050.12
XFC-03046,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,1499.41
XFC-02629,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,6,1803.39
XFC-04229,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,1405.56
XFC-06061,Control,Ninguna,0,2025-09-01,60,False,1,2483.73
XFC-04230,Tratamiento,Puntos dobles,8,2025-09-01,60,False,2,2955.09
XFC-01282,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2691.77
XFC-07741,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,2994.96
XFC-07289,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,1021.81
XFC-05503,Control,Ninguna,0,2025-09-01,60,False,3,2054.4
XFC-04221,Control,Ninguna,0,2025-09-01,60,False,2,2153.48
XFC-04546,Control,Ninguna,0,2025-09-01,60,False,4,2372.99
XFC-07699,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,3646.68
XFC-00744,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,4707.76
