customer_id,probabilidad_churn,riesgo_churn,segmento,es_cronico,indice_priorizacion,categoria_valor,tipo_respuesta,accion_recomendada,descuento_pct,canal_contacto,prioridad_accion,justificacion,fecha_generacion,costo_estimado_dop
XFC-00047,0.8045,Crítico,Estándar Presencial,False,15.92,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00048,0.846,Crítico,Esporádico / Inactivo,False,17.36,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00049,0.7905,Alto,Esporádico / Inactivo,False,17.02,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00050,0.8006,Crítico,Crónico en Riesgo,True,43.05,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00051,0.0059,Muy Bajo,Frecuente Digital,True,2.99,En Riesgo,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00052,0.0834,Muy Bajo,Crónico en Riesgo,True,32.16,Valor Bajo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00053,0.7962,Alto,Estándar Presencial,False,16.52,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00054,0.4313,Medio,Esporádico / Inactivo,False,22.86,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00055,0.1553,Muy Bajo,Crónico en Riesgo,True,44.57,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00056,0.0813,Muy Bajo,Crónico en Riesgo,True,40.29,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00057,0.1767,Muy Bajo,Crónico en Riesgo,True,38.72,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00058,0.1578,Muy Bajo,Crónico en Riesgo,True,39.04,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00059,0.0744,Muy Bajo,Crónico en Riesgo,True,37.51,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00060,0.9613,Crítico,Esporádico / Inactivo,False,15.21,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00061,0.0101,Muy Bajo,Frecuente Digital,False,20.02,Valor Bajo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00062,0.6244,Alto,Estándar Presencial,False,17.99,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00063,0.1285,Muy Bajo,Crónico en Riesgo,True,41.67,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00064,0.1914,Muy Bajo,Crónico en Riesgo,True,34.51,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00065,0.2657,Bajo,Esporádico / Inactivo,False,17.4,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00066,0.8626,Crítico,Estándar Presencial,False,16.37,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00067,0.9469,Crítico,Esporádico / Inactivo,False,16.03,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00068,0.8022,Crítico,Esporádico / Inactivo,False,23.65,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00069,0.5049,Medio,Crónico en Riesgo,True,37.27,Valor Medio,Sure Thing,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00070,0.9195,Crítico,Estándar Presencial,False,16.91,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00071,0.8916,Crítico,Estándar Presencial,False,15.54,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00072,0.0978,Muy Bajo,Crónico en Riesgo,True,39.71,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00073,0.2948,Bajo,Esporádico / Inactivo,True,31.78,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00074,0.5836,Medio,Estándar Presencial,False,18.92,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00075,0.0873,Muy Bajo,Crónico Alto Valor,True,46.75,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00076,0.9777,Crítico,Esporádico / Inactivo,False,20.37,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00077,0.6767,Alto,Crónico Alto Valor,True,51.72,Valor Medio,Sure Thing,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00078,0.6219,Alto,Crónico en Riesgo,True,35.81,Valor Medio,Lost Cause,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00079,0.2266,Bajo,Estándar Presencial,False,18.99,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00080,0.2305,Bajo,Estándar Presencial,False,24.61,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00081,0.505,Medio,Crónico Alto Valor,True,40.37,Valor Medio,Lost Cause,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00082,0.8201,Crítico,Crónico en Riesgo,True,32.21,Valor Bajo,Sure Thing,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00083,0.0079,Muy Bajo,Frecuente Digital,False,15.09,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00084,0.8475,Crítico,Estándar Presencial,False,19.14,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00085,0.4916,Medio,Estándar Presencial,False,19.01,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00086,0.9594,Crítico,Estándar Presencial,False,25.2,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00087,0.8542,Crítico,Estándar Presencial,False,20.65,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00088,0.6154,Alto,Crónico Alto Valor,True,47.15,Valor Medio,Sure Thing,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00089,0.0082,Muy Bajo,Frecuente Digital,True,3.36,En Riesgo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00090,0.0085,Muy Bajo,Frecuente Digital,True,0.62,En Riesgo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00091,0.885,Crítico,Esporádico / Inactivo,False,15.97,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00092,0.1584,Muy Bajo,Crónico en Riesgo,True,36.7,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00093,0.007,Muy Bajo,Frecuente Digital,True,3.33,En Riesgo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00094,0.939,Crítico,Frecuente Digital,False,22.69,Valor Bajo,Lost Cause,Puntos bonus+Oferta,8,App Push,Alta,Frecuente en fuga,2026-04-15,40.0
XFC-00095,0.6675,Alto,Estándar Presencial,False,21.83,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00096,0.0576,Muy Bajo,Crónico Alto Valor,True,49.6,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00097,0.8251,Crítico,Esporádico / Inactivo,False,15.51,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00098,0.9185,Crítico,Estándar Presencial,False,17.81,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00099,0.1146,Muy Bajo,Crónico en Riesgo,True,38.38,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00100,0.0522,Muy Bajo,Crónico Alto Valor,True,55.86,Alto Valor,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00101,0.0211,Muy Bajo,Frecuente Digital,False,15.08,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00102,0.4986,Medio,Estándar Presencial,False,18.24,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00103,0.0806,Muy Bajo,Crónico Alto Valor,True,40.46,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00104,0.8695,Crítico,Estándar Presencial,False,15.5,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00105,0.7741,Alto,Estándar Presencial,False,21.07,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00106,0.7811,Alto,Esporádico / Inactivo,False,15.12,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00107,0.7874,Alto,Esporádico / Inactivo,False,16.7,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00108,0.6993,Alto,Estándar Presencial,False,15.88,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00109,0.0907,Muy Bajo,Crónico Alto Valor,True,47.89,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00110,0.9069,Crítico,Estándar Presencial,False,17.82,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00111,0.0366,Muy Bajo,Crónico en Riesgo,True,46.58,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00112,0.7734,Alto,Estándar Presencial,False,15.57,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00113,0.6513,Alto,Crónico Alto Valor,True,62.99,Alto Valor,Sure Thing,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00114,0.5471,Medio,Esporádico / Inactivo,False,17.32,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00115,0.2014,Bajo,Esporádico / Inactivo,False,19.93,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00116,0.7914,Alto,Estándar Presencial,False,15.4,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00117,0.1329,Muy Bajo,Estándar Presencial,False,23.41,Valor Bajo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00118,0.0075,Muy Bajo,Frecuente Digital,False,15.2,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00119,0.762,Alto,Estándar Presencial,False,16.11,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00120,0.2818,Bajo,Crónico Alto Valor,True,55.04,Alto Valor,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00121,0.4541,Medio,Esporádico / Inactivo,False,20.75,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00122,0.0682,Muy Bajo,Crónico Alto Valor,True,48.56,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00123,0.1982,Muy Bajo,Crónico Alto Valor,True,58.69,Alto Valor,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00124,0.0091,Muy Bajo,Frecuente Digital,False,15.1,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00125,0.6982,Alto,Estándar Presencial,False,16.76,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00126,0.679,Alto,Estándar Presencial,False,19.98,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00127,0.8818,Crítico,Estándar Presencial,False,18.18,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00128,0.8689,Crítico,Estándar Presencial,False,15.86,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00129,0.2255,Bajo,Crónico en Riesgo,True,36.02,Valor Medio,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00130,0.263,Bajo,Crónico en Riesgo,True,36.33,Valor Medio,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00131,0.0095,Muy Bajo,Frecuente Digital,True,5.91,En Riesgo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00132,0.9477,Crítico,Frecuente Digital,False,15.14,Valor Bajo,Sure Thing,Puntos bonus+Oferta,8,App Push,Alta,Frecuente en fuga,2026-04-15,40.0
XFC-00133,0.7924,Alto,Estándar Presencial,False,18.75,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00134,0.8017,Crítico,Estándar Presencial,False,16.7,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00135,0.8984,Crítico,Estándar Presencial,False,25.48,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00136,0.7568,Alto,Estándar Presencial,False,15.84,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00137,0.0658,Muy Bajo,Crónico en Riesgo,True,27.98,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00138,0.6959,Alto,Crónico en Riesgo,True,27.11,Valor Bajo,Lost Cause,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-00139,0.0099,Muy Bajo,Frecuente Digital,False,15.01,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00140,0.326,Bajo,Crónico Alto Valor,True,33.61,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00141,0.4467,Medio,Crónico en Riesgo,True,40.73,Valor Medio,Sure Thing,Recordatorio receta,7,SMS,Media,Crónico riesgo moderado,2026-04-15,35.0
XFC-00142,0.9555,Crítico,Esporádico / Inactivo,False,17.91,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00143,0.1116,Muy Bajo,Esporádico / Inactivo,False,24.85,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00144,0.24,Bajo,Esporádico / Inactivo,False,21.06,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00145,0.8666,Crítico,Estándar Presencial,False,23.15,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00146,0.5944,Medio,Estándar Presencial,False,16.21,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00147,0.0076,Muy Bajo,Frecuente Digital,False,22.6,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00148,0.9324,Crítico,Estándar Presencial,False,15.23,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00149,0.9156,Crítico,Esporádico / Inactivo,False,20.44,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00150,0.9369,Crítico,Esporádico / Inactivo,False,15.27,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00151,0.9384,Crítico,Esporádico / Inactivo,False,20.34,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-00152,0.9471,Crítico,Estándar Presencial,False,17.69,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-00153,0.0897,Muy Bajo,Crónico en Riesgo,True,42.76,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00154,0.0878,Muy Bajo,Estándar Presencial,True,40.13,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00155,0.1314,Muy Bajo,Crónico Alto Valor,True,40.44,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-00156,0.6881,Alto,Estándar Presencial,False,17.3,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-00157,0.6434,Alto,Esporádico / Inactivo,False,18.99,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
